,task_name,run_name,rmt,eval_token_accuracy,eval_token_accuracy,eval_token_accuracy,eval_exact_match,eval_exact_match,eval_exact_match,run_path,lr,mem_size,modification
,,,first,mean,std,list,mean,std,list,first,,,
24,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-05-reconstruct_0.5_bs_64_lr_5e-05,True,0.9808509086813102,0.0034894376537307516,"[0.983318313708791, 0.9783835036538295]",0.110463469187087,0.14121707881636675,"[0.21031902323749507, 0.010607915136678907]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-05-reconstruct_0.5_bs_64_lr_5e-05/run_1,5e-05,8,reconstruct
23,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-05-continue_2-16_0.5_bs_64_lr_5e-05,True,0.32308350557177695,0.00756302600898377,"[0.3177356385945343, 0.3284313725490196]",0.015171727418012,0.0010096015364367663,"[0.015885623510722795, 0.014457831325301205]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-05-continue_2-16_0.5_bs_64_lr_5e-05/run_1,5e-05,8,continue
7,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-3_mem8_lr1e-04_bs_64_lr_1e-04,True,0.12229999999999999,0.009899494936611668,"[0.1153, 0.1293]",0.015099999999999999,0.0007071067811865475,"[0.0146, 0.0156]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-3_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
8,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-3_mem8_lr3e-04_bs_64_lr_3e-04,True,0.11410000000000001,0.00014142135623730864,"[0.1142, 0.114]",0.013999999999999999,0.003111269837220808,"[0.0162, 0.0118]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-3_mem8_lr3e-04_bs_64_lr_3e-04/run_1,3e-04,8,-
13,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_2-16_0.5_bs_64_lr_1e-04,True,0.3383337454328469,0.001157552682411318,"[0.3391522587841606, 0.33751523208153317]",0.01397807273574042,0.00011052385005675098,"[0.013899920571882446, 0.014056224899598393]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_2-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
9,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-4_mem8_lr1e-04_bs_64_lr_1e-04,True,0.11615,7.071067811865187e-05,"[0.1161, 0.1162]",0.0139,0.0009899494936611661,"[0.0146, 0.0132]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-4_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
3,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-1_mem8_lr1e-04_bs_64_lr_1e-04,True,0.11615,0.0006363961030678865,"[0.1157, 0.1166]",0.0137,0.0012727922061357851,"[0.0146, 0.0128]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-1_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
16,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_256_lr_1e-04,True,0.116,0.0014142135623730963,"[0.117, 0.115]",0.0135,0.00014142135623730864,"[0.0134, 0.0136]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_256_lr_1e-04/run_1,1e-04,8,-
11,N16-K2V2-V62_1M,original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_256_lr_1e-04,True,0.11875,0.005303300858899107,"[0.115, 0.1225]",0.013399999999999999,0.0022627416997969526,"[0.0118, 0.015]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_256_lr_1e-04/run_1,1e-04,8,-
5,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-2_mem8_lr1e-04_bs_64_lr_1e-04,True,0.11655,0.0017677669529663704,"[0.1178, 0.1153]",0.0133,0.0009899494936611661,"[0.014, 0.0126]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-2_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
17,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_64_lr_1e-04,True,0.1143,0.0012727922061357827,"[0.1134, 0.1152]",0.013000000000000001,0.0002828427124746191,"[0.0132, 0.0128]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
12,N16-K2V2-V62_1M,original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_64_lr_1e-04,True,0.1122,0.004384062043356588,"[0.1153, 0.1091]",0.0127,0.0021213203435596424,"[0.0142, 0.0112]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
10,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-4_mem8_lr3e-04_bs_64_lr_3e-04,True,0.1126,0.0007071067811865482,"[0.1121, 0.1131]",0.0125,0.001555634918610403,"[0.0114, 0.0136]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-4_mem8_lr3e-04_bs_64_lr_3e-04/run_1,3e-04,8,-
6,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-2_mem8_lr3e-04_bs_64_lr_3e-04,True,0.11025,0.0004949747468305876,"[0.1099, 0.1106]",0.0115,0.0018384776310850241,"[0.0102, 0.0128]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-2_mem8_lr3e-04_bs_64_lr_3e-04/run_1,3e-04,8,-
4,N16-K2V2-V62_1M,original_rmt-vl_llama_L4H4D128-out_layer_-1_mem8_lr3e-04_bs_64_lr_3e-04,True,0.11125,0.0014849242404917434,"[0.1123, 0.1102]",0.0108,0.0016970562748477155,"[0.012, 0.0096]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt-vl_llama_L4H4D128-out_layer_-1_mem8_lr3e-04_bs_64_lr_3e-04/run_1,3e-04,8,-
