task_name,folder_tag,base_model,n_layer,n_head,n_embd,state_size,conv_type,num_memory_vectors,read_mode,write_config,pairs_per_segment,learning_rate,avg_em,std_em,all_ems,n_runs
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.001,99.02,0.02,"(99.0, 99.04)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0001,93.28,0.64,"(92.64, 93.92)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0003,93.96,1.38,"(92.58, 95.34)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.0001,99.1,0.08,"(99.02, 99.18)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.0003,97.21,1.81,"(99.02, 95.4)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.001,63.14,36.0,"(99.14, 27.14)",2
N4-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,1,identity,pool,0,0.0003,0.02,0.0,"(0.02,)",1
N4-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,4,5e-05,14.16,0.0,"(14.16,)",1
N4-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,4,0.0001,95.04,0.0,"(95.04,)",1
N4-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,4,0.0003,93.36,0.0,"(93.36,)",1
N4-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,4,0.001,73.28,0.0,"(73.28,)",1
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,1,0.0001,62.07,37.03,"(99.08, 99.1, 25.26, 24.82)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,1,0.0003,62.59,36.5,"(99.14, 99.04, 26.0, 26.18)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,4,0.0001,29.41,29.17,"(7.68, 8.12, 78.78, 23.06)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,4,0.0003,15.72,7.83,"(7.8, 8.06, 24.54, 22.5)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,2,N/A,N/A,1,0.0001,95.43,3.67,"(99.16, 99.04, 91.68, 91.84)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,2,N/A,N/A,1,0.0003,79.74,30.69,"(99.68, 99.06, 93.48, 26.76)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,2,N/A,N/A,4,0.0001,90.95,1.61,"(92.56, 89.34)",2
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,2,N/A,N/A,4,0.0003,8.11,0.27,"(8.38, 7.84)",2
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,4,N/A,N/A,1,0.0001,62.64,36.63,"(99.4, 99.14, 25.68, 26.34)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,4,N/A,N/A,1,0.0003,96.57,4.16,"(99.72, 99.3, 90.7)",3
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,4,N/A,N/A,4,0.0001,89.26,1.56,"(87.7, 90.82)",2
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,4,N/A,N/A,4,0.0003,43.92,36.26,"(7.66, 80.18)",2
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,1,0.0001,79.06,30.65,"(99.04, 99.16, 91.82, 26.22)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,1,0.0003,62.48,36.57,"(99.02, 99.08, 26.04, 25.8)",4
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,4,0.0001,91.38,1.06,"(90.32, 92.44)",2
N4-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,4,0.0003,55.41,43.73,"(11.68, 99.14)",2
N64-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,0.02,0.02,"(0.02, 0.0, 0.04)",3
N64-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,0.03,0.02,"(0.04, 0.0, 0.04)",3
N64-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,0.02,0.0,"(0.02, 0.02, 0.02)",3
N64-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,0.03,0.03,"(0.02, 0.0, 0.08)",3
N64-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,0.09,0.08,"(0.2, 0.04, 0.02)",3
N64-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,0.02,0.02,"(0.04, 0.0, 0.02)",3
N64-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,13.75,16.83,"(37.54, 2.38, 1.32)",3
N64-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,46.25,35.17,"(89.8, 3.68, 45.28)",3
N8-K2V2-V62_1M,conv_study,gated_delta_net,4,4,128,16.0,N/A,-1,N/A,N/A,-1,0.001,24.03,28.01,"(8.76, 63.32, 0.0)",3
N8-K2V2-V62_1M,conv_study,mamba2,4,4,128,16.0,N/A,-1,N/A,N/A,-1,0.001,13.22,0.0,"(13.22,)",1
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,1.11,0.66,"(1.72, 0.2, 1.42)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,0.93,1.27,"(2.72, 0.04, 0.02)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,12.8,0.26,"(12.58, 12.66, 13.16)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,59.8,42.27,"(0.02, 90.08, 89.3)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,13.27,0.49,"(12.8, 13.08, 13.94)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,66.37,46.92,"(0.02, 99.32, 99.78)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,0.87,0.6,"(0.02, 1.26, 1.34)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,2.8,1.12,"(1.22, 3.46, 3.72)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,8.35,5.9,"(12.98, 12.06, 0.02)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,8.59,6.08,"(0.04, 12.02, 13.7)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,13.25,0.55,"(13.56, 13.7, 12.48)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.34,0.39,"(99.52, 98.8, 99.7)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,1.17,0.58,"(1.42, 1.72, 0.36)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,1.69,1.35,"(3.3, 1.78, 0.0)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,7.75,5.56,"(10.34, 0.02, 12.88)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,88.03,0.32,"(88.32, 87.58, 88.2)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,4.47,6.29,"(13.36, 0.04, 0.0)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,1,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,70.83,40.47,"(99.52, 13.6, 99.38)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,2.64,0.44,"(3.26, 2.32, 2.34)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,4.36,2.14,"(1.52, 6.7, 4.86)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,36.36,32.31,"(12.84, 82.04, 14.2)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,97.4,2.29,"(94.18, 99.26, 98.76)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,66.77,37.86,"(91.9, 13.26, 95.14)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,99.85,0.1,"(99.82, 99.98, 99.74)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,2.89,2.84,"(6.82, 0.22, 1.62)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,7.86,3.69,"(6.74, 4.0, 12.84)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,35.94,39.5,"(13.56, 91.46, 2.8)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,96.97,2.07,"(94.86, 99.78, 96.28)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,40.12,38.21,"(13.32, 12.88, 94.16)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.87,0.1,"(99.76, 99.86, 100.0)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,1.07,0.79,"(0.26, 2.14, 0.8)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,7.63,5.29,"(15.1, 3.44, 4.36)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,65.81,38.2,"(11.78, 92.74, 92.9)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,95.49,2.58,"(92.12, 98.4, 95.96)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,68.91,39.14,"(94.74, 98.4, 13.6)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,2,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.72,0.04,"(99.74, 99.76, 99.66)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,4.77,3.15,"(7.6, 6.32, 0.38)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,15.6,9.51,"(7.6, 10.24, 28.96)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,69.49,37.72,"(98.86, 16.24, 93.38)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,70.73,40.87,"(99.98, 12.94, 99.28)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,41.24,39.67,"(13.6, 97.34, 12.78)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,99.95,0.04,"(100.0, 99.92, 99.92)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,5.85,3.93,"(8.2, 0.32, 9.04)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,9.01,0.62,"(8.88, 8.32, 9.82)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,68.71,39.31,"(93.3, 99.6, 13.24)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,99.27,0.74,"(99.58, 99.98, 98.24)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,95.93,2.57,"(99.56, 93.98, 94.24)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.91,0.03,"(99.94, 99.86, 99.92)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,6.11,4.3,"(9.46, 8.82, 0.04)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,13.55,10.11,"(27.64, 4.38, 8.64)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,35.87,41.53,"(13.16, 0.32, 94.14)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,97.89,2.49,"(99.58, 94.36, 99.72)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,92.15,9.97,"(99.96, 78.08, 98.4)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,98.03,2.54,"(99.84, 94.44, 99.8)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,24.09,19.74,"(52.0, 10.56, 9.72)",3
N8-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,9.19,0.54,"(9.3, 9.8, 8.48)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,11.49,0.79,"(12.5, 11.42, 10.56)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,81.89,1.67,"(81.3, 80.2, 84.16)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,13.55,0.32,"(13.32, 13.34, 14.0)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,95.89,1.96,"(98.66, 94.48, 94.52)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,13.07,0.1,"(12.96, 13.2, 13.06)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,94.98,0.1,"(95.02, 95.08, 94.84)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,12.39,0.53,"(12.82, 12.72, 11.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,89.47,0.48,"(89.9, 89.7, 88.8)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,13.67,0.25,"(13.8, 13.32, 13.88)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,96.6,2.06,"(94.9, 99.5, 95.4)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,13.61,0.17,"(13.82, 13.4, 13.62)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.47,0.47,"(98.82, 99.9, 99.68)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,13.47,0.36,"(13.8, 13.64, 12.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,90.48,0.17,"(90.66, 90.52, 90.26)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,13.89,0.29,"(13.52, 13.92, 14.24)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,97.97,1.93,"(99.6, 95.26, 99.06)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,13.83,0.04,"(13.78, 13.88, 13.82)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,1,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.79,0.06,"(99.78, 99.86, 99.72)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,87.1,0.3,"(87.34, 87.28, 86.68)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,77.4,12.28,"(60.2, 83.96, 88.04)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,95.86,1.12,"(94.4, 96.06, 97.12)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,98.48,0.99,"(99.24, 97.08, 99.12)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,91.25,11.09,"(99.38, 75.56, 98.8)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,97.99,2.11,"(99.64, 95.02, 99.32)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,90.91,1.94,"(89.36, 93.64, 89.72)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,93.75,3.69,"(96.94, 95.72, 88.58)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,97.56,2.42,"(94.14, 99.32, 99.22)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,98.11,2.45,"(99.84, 99.84, 94.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,99.06,0.29,"(99.46, 98.8, 98.92)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.73,0.08,"(99.84, 99.64, 99.7)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,63.95,36.02,"(94.14, 13.32, 84.38)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,96.31,3.78,"(99.02, 98.94, 90.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,95.57,2.86,"(99.46, 94.6, 92.66)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,99.73,0.15,"(99.88, 99.8, 99.52)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,42.2,40.72,"(13.8, 13.02, 99.78)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,2,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.79,0.26,"(99.98, 99.42, 99.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,64.74,36.68,"(90.62, 12.86, 90.74)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,89.61,5.29,"(85.56, 97.08, 86.2)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,99.58,0.15,"(99.38, 99.72, 99.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,94.71,6.71,"(85.22, 99.64, 99.28)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,98.87,1.35,"(99.84, 96.96, 99.8)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,98.05,2.24,"(99.66, 99.6, 94.88)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,97.63,0.13,"(97.46, 97.78, 97.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,97.41,1.32,"(98.24, 95.54, 98.44)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,96.0,5.44,"(99.82, 88.3, 99.88)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,99.66,0.12,"(99.5, 99.8, 99.68)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,99.75,0.17,"(99.8, 99.92, 99.52)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,99.89,0.01,"(99.88, 99.9)",2
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.25,0.53,"(100.0, 98.82, 98.94)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,96.75,0.85,"(95.94, 97.92, 96.38)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,64.41,36.05,"(92.5, 87.22, 13.52)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,97.31,2.79,"(98.96, 99.6, 93.38)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,14.85,2.15,"(12.94, 17.86, 13.76)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,4.07,5.22,"(0.42, 11.46, 0.34)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,26.74,21.62,"(12.2, 10.72, 57.3)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,12.51,0.51,"(11.82, 12.68, 13.04)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,41.75,39.55,"(97.68, 13.88, 13.68)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,11.55,2.31,"(13.6, 12.74, 8.32)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,13.17,0.47,"(13.34, 12.52, 13.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,10.77,1.14,"(10.9, 9.32, 12.1)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,61.37,33.92,"(84.5, 13.42, 86.2)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,13.06,0.84,"(13.28, 11.94, 13.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,96.61,3.05,"(98.5, 92.3, 99.02)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,12.78,0.29,"(12.38, 12.9, 13.06)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,70.96,40.57,"(99.68, 13.58, 99.62)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,12.65,0.5,"(12.18, 12.44, 13.34)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,38.25,34.79,"(87.46, 13.66, 13.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,13.17,0.27,"(13.28, 12.8, 13.42)",3
